"PlantId","IdentNumber","Start date","End date","End Of transfer","Error number","Import date","Classification type","Classification","Manufacturer status","Error text","Category","Code","Main status","Secondary status","Information","Additional information","Fault message","Warning message","Service","Parameter1","Parameter2"
"7085","92722","2024-05-23 23:09:03.770000000","2024-05-23 23:29:33.010000000","True","1002","2024-05-23 23:11:28.187000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-05-23 20:18:05.090000000","2024-05-23 22:58:33.810000000","True","1002","2024-05-23 20:20:24.460000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-11-01 08:36:06.930000000","2024-11-01 08:41:18.810000000","True","1002","2024-11-01 08:45:48.197000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-05-23 19:31:14.970000000","2024-05-23 19:56:48.810000000","True","1002","2024-05-23 19:33:23.733000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-11-01 08:51:20.090000000","2024-11-01 09:35:36.010000000","True","1002","2024-11-01 09:01:08.370000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-05-23 18:37:34.970000000","2024-05-23 19:20:57.010000000","True","1002","2024-05-23 18:39:46.433000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-05-23 18:03:28.450000000","2024-05-23 18:27:03.010000000","True","1002","2024-05-23 18:05:46.257000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-11-01 10:15:14.930000000","2024-11-01 11:34:24.010000000","True","1002","2024-11-01 10:25:08.747000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-05-21 16:30:23.970000000","2024-05-21 16:53:21.810000000","True","1002","2024-05-21 16:32:26.970000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-05-21 15:50:25.250000000","2024-05-21 16:19:15.010000000","True","1002","2024-05-21 15:52:26.727000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-11-01 11:45:25.010000000","2024-11-02 01:08:51.010000000","True","1002","2024-11-01 11:55:09.217000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-05-21 15:30:16.610000000","2024-05-21 15:40:15.010000000","True","1002","2024-05-21 15:32:19.167000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-05-21 14:44:36.010000000","2024-05-21 15:19:45.010000000","True","1002","2024-05-21 14:46:56.263000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-11-02 01:11:06.010000000","2024-11-02 01:14:03.010000000","True","1002","2024-11-02 01:21:14.043000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-05-21 12:27:20.850000000","2024-05-21 14:40:45.010000000","True","1002","2024-05-21 12:29:25.673000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
"7085","92722","2024-11-03 15:35:33.770000000","2024-11-03 15:40:21.010000000","True","1002","2024-11-03 15:45:34.643000000","Category / Code","Category = 1 / Code = 1002","MET Wind Speed LowStartCondition","","Category 1","1002","","","","","","","","",""
